1.00000000	6.00000000
6.00000000	11.00000000
11.00000000	16.00000000
16.00000000	21.00000000
21.00000000	26.00000000
26.00000000	31.00000000
31.00000000	36.00000000
36.00000000	41.00000000
41.00000000	46.00000000
46.00000000	51.00000000
51.00000000	56.00000000
56.00000000	61.00000000
61.00000000	66.00000000
66.00000000	71.00000000
71.00000000	76.00000000
76.00000000	81.00000000
81.00000000	86.00000000
86.00000000	91.00000000
91.00000000	96.00000000
96.00000000	101.00000000
101.00000000	106.00000000
106.00000000	111.00000000
111.00000000	116.00000000
116.00000000	121.00000000
121.00000000	126.00000000
126.00000000	131.00000000
131.00000000	136.00000000
136.00000000	141.00000000
141.00000000	146.00000000
146.00000000	151.00000000
151.00000000	156.00000000
156.00000000	161.00000000
161.00000000	166.00000000
166.00000000	171.00000000
171.00000000	176.00000000
176.00000000	181.00000000
181.00000000	186.00000000
186.00000000	191.00000000
191.00000000	196.00000000
196.00000000	201.00000000
