20.00000000	21.91916453
21.91916453	24.02248868
24.02248868	26.32764409
26.32764409	28.85399812
28.85399812	31.62277660
31.62277660	34.65724216
34.65724216	37.98288965
37.98288965	41.62766037
41.62766037	45.62217683
45.62217683	50.00000000
50.00000000	55.00000000
55.00000000	60.00000000
60.00000000	65.00000000
65.00000000	70.00000000
70.00000000	75.00000000
75.00000000	80.00000000
80.00000000	85.00000000
85.00000000	90.00000000
90.00000000	95.00000000
95.00000000	100.00000000
100.00000000	105.00000000
105.00000000	110.00000000
110.00000000	115.00000000
115.00000000	120.00000000
120.00000000	125.00000000
125.00000000	130.00000000
130.00000000	135.00000000
135.00000000	140.00000000
140.00000000	145.00000000
145.00000000	150.00000000
150.00000000	155.00000000
155.00000000	160.00000000
160.00000000	165.00000000
165.00000000	170.00000000
170.00000000	175.00000000
175.00000000	180.00000000
180.00000000	185.00000000
185.00000000	190.00000000
190.00000000	195.00000000
195.00000000	200.00000000
